example_id,query,action,crime_type,area,time_window,language
AG-02723,Show the accused and FIR network for Cyber Crime at KR Market this year,investigate_network,Cyber Crime,KR Market,this_year,en
AG-05464,ಬನ್ನೇರುಘಟ್ಟ ರಸ್ತೆ ಸುತ್ತಮುತ್ತ ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Child Offences,Bannerghatta Road,all,kn
AG-02745,Show Robbery & Dacoity hotspots around Whitefield today,show_hotspots,Robbery & Dacoity,Whitefield,today,en
AG-00553,Find FIR records for Land Disputes near Koramangala today,search_cases,Land Disputes,Koramangala,today,en
AG-05436,ಕೆಆರ್ ಮಾರ್ಕೆಟ್ದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಕಾಣೆಯಾದ ವ್ಯಕ್ತಿಗಳು ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Missing Persons,KR Market,last_30_days,kn
AG-09101,Find repeat accused links for Vehicle Theft in Rajajinagar this week,investigate_network,Vehicle Theft,Rajajinagar,this_week,en
AG-09743,Find repeat accused links for Domestic Violence in Marathahalli this year,investigate_network,Domestic Violence,Marathahalli,this_year,en
AG-05212,ಮಾರತಹಳ್ಳಿ ಸಮೀಪ ಇಂದು ವಂಚನೆ ಮತ್ತು ಮೋಸ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Fraud & Cheating,Marathahalli,today,kn
AG-07711,Find FIR records for Narcotics near MG Road in the last 30 days,search_cases,Narcotics,MG Road,last_30_days,en
AG-05517,Which high-risk areas near Yeshwantpur have Land Disputes this week?,show_hotspots,Land Disputes,Yeshwantpur,this_week,en
AG-07723,How many Eve Teasing incidents occurred at Bannerghatta Road this year?,search_cases,Eve Teasing,Bannerghatta Road,this_year,en
AG-05112,ಬಿಟಿಎಂ ಲೇಔಟ್ದಲ್ಲಿ ಇಂದು ಹಲ್ಲೆ ಮತ್ತು ಹಿಂಸಾಚಾರ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Assault & Violence,BTM Layout,today,kn
AG-00234,ಬನ್ನೇರುಘಟ್ಟ ರಸ್ತೆದಲ್ಲಿ ಈ ವಾರ ಆಸ್ತಿ ಕಳ್ಳತನ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Property Theft,Bannerghatta Road,this_week,kn
AG-02433,Which high-risk areas near Yeshwantpur have Land Disputes this week?,show_hotspots,Land Disputes,Yeshwantpur,this_week,en
AG-03695,Find repeat accused links for Narcotics in Yeshwantpur today,investigate_network,Narcotics,Yeshwantpur,today,en
AG-05987,Find repeat accused links for Property Theft in Koramangala this week,investigate_network,Property Theft,Koramangala,this_week,en
AG-07986,ಬನ್ನೇರುಘಟ್ಟ ರಸ್ತೆ ಪ್ರದೇಶದ ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Domestic Violence,Bannerghatta Road,last_30_days,kn
AG-02431,Show Eve Teasing cases in RT Nagar this year,search_cases,Eve Teasing,RT Nagar,this_year,en
AG-07113,Analyze hotspot evidence for Missing Persons at Yelahanka this week,show_hotspots,Missing Persons,Yelahanka,this_week,en
AG-06251,Which repeat offenders connect Cyber Crime cases in HSR Layout last month?,investigate_network,Cyber Crime,HSR Layout,last_month,en
AG-00846,ರಾಜಾಜಿನಗರದಲ್ಲಿ ಈ ವಾರ ಕೋಮು ಅಪರಾಧ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Communal Offences,Rajajinagar,this_week,kn
AG-08963,Show the accused and FIR network for Fraud & Cheating at Koramangala in the last 30 days,investigate_network,Fraud & Cheating,Koramangala,last_30_days,en
AG-02750,ಮಾರತಹಳ್ಳಿ ಸಮೀಪದ ಕೊಲೆ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಇಂದು ಹುಡುಕಿ,search_cases,Murder,Marathahalli,today,kn
AG-00218,ವೈಟ್‌ಫೀಲ್ಡ್ದಲ್ಲಿ ಈ ವರ್ಷ ಎಷ್ಟು ಆಸ್ತಿ ಕಳ್ಳತನ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Property Theft,Whitefield,this_year,kn
AG-08812,ಜಯನಗರ ಪ್ರದೇಶದ ಕೊಲೆ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಈ ವಾರ ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Murder,Jayanagar,this_week,kn
AG-09667,Show Missing Persons cases in KR Market last month,search_cases,Missing Persons,KR Market,last_month,en
AG-08655,Which high-risk areas near Koramangala have Murder this week?,show_hotspots,Murder,Koramangala,this_week,en
AG-02833,How many Narcotics incidents occurred at HSR Layout this week?,search_cases,Narcotics,HSR Layout,this_week,en
AG-01995,Map danger zones for Vehicle Theft in Indiranagar today,show_hotspots,Vehicle Theft,Indiranagar,today,en
AG-00371,Investigate connected suspects in Property Theft cases near RT Nagar,investigate_network,Property Theft,RT Nagar,all,en
AG-09069,Show Eve Teasing hotspots around Koramangala this year,show_hotspots,Eve Teasing,Koramangala,this_year,en
AG-09529,Find FIR records for Assault & Violence near Bannerghatta Road in the last 30 days,search_cases,Assault & Violence,Bannerghatta Road,last_30_days,en
AG-00792,ವೈಟ್‌ಫೀಲ್ಡ್ ಪ್ರದೇಶದ ಮಹಿಳಾ ಕಿರುಕುಳ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Eve Teasing,Whitefield,this_week,kn
AG-01355,Show the accused and FIR network for Property Theft at Rajajinagar today,investigate_network,Property Theft,Rajajinagar,today,en
AG-01159,Find FIR records for Cyber Crime near RT Nagar,search_cases,Cyber Crime,RT Nagar,all,en
AG-00739,Show Assault & Violence cases in BTM Layout,search_cases,Assault & Violence,BTM Layout,all,en
AG-02204,ಮಲ್ಲೇಶ್ವರಂ ಪ್ರದೇಶದ ಕೋಮು ಅಪರಾಧ ವರದಿಗಳನ್ನು ಕಳೆದ ತಿಂಗಳು ಹುಡುಕಿ,search_cases,Communal Offences,Malleshwaram,last_month,kn
AG-02559,Show Communal Offences hotspots around Basavanagudi this week,show_hotspots,Communal Offences,Basavanagudi,this_week,en
AG-06541,Search reports about Robbery & Dacoity in Rajajinagar,search_cases,Robbery & Dacoity,Rajajinagar,all,en
AG-02814,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ ಸಮೀಪದ ಭೂ ವಿವಾದ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಪರಿಶೀಲಿಸಿ,investigate_network,Land Disputes,Silk Board,all,kn
AG-02296,ಬಿಟಿಎಂ ಲೇಔಟ್ದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ಸೈಬರ್ ಅಪರಾಧ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Cyber Crime,BTM Layout,last_month,kn
AG-03191,Which repeat offenders connect Vehicle Theft cases in Koramangala ?,investigate_network,Vehicle Theft,Koramangala,all,en
AG-00693,Show Cyber Crime hotspots around Mysuru Road today,show_hotspots,Cyber Crime,Mysuru Road,today,en
AG-00116,ಮಲ್ಲೇಶ್ವರಂದಲ್ಲಿ ನಡೆದ ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Robbery & Dacoity,Malleshwaram,all,kn
AG-07205,Show the accused and FIR network for Murder at Yeshwantpur last month,investigate_network,Murder,Yeshwantpur,last_month,en
AG-08960,ಇಂದಿರಾನಗರದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ಎಷ್ಟು ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Child Offences,Indiranagar,last_month,kn
AG-05007,Map danger zones for Assault & Violence in MG Road last month,show_hotspots,Assault & Violence,MG Road,last_month,en
AG-09377,Show the accused and FIR network for Unlawful Assembly at Hebbal last month,investigate_network,Unlawful Assembly,Hebbal,last_month,en
AG-04954,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿದಲ್ಲಿ ಈ ವಾರ ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Robbery & Dacoity,Electronic City,this_week,kn
AG-03602,ಬಿಟಿಎಂ ಲೇಔಟ್ ಪ್ರದೇಶದ ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ವರದಿಗಳನ್ನು ಈ ವಾರ ಹುಡುಕಿ,search_cases,Child Offences,BTM Layout,this_week,kn
AG-00164,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿದಲ್ಲಿ ಈ ವರ್ಷ ನಡೆದ ಸೈಬರ್ ಅಪರಾಧ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Cyber Crime,Electronic City,this_year,kn
AG-07170,ಇಂದಿರಾನಗರದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಭೂ ವಿವಾದ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Land Disputes,Indiranagar,last_30_days,kn
AG-00796,ಬನ್ನೇರುಘಟ್ಟ ರಸ್ತೆ ಪ್ರದೇಶದ ವಾಹನ ಕಳ್ಳತನ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Vehicle Theft,Bannerghatta Road,last_30_days,kn
AG-00239,Find repeat accused links for Robbery & Dacoity in Electronic City this year,investigate_network,Robbery & Dacoity,Electronic City,this_year,en
AG-04240,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿ ಸುತ್ತಮುತ್ತ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಮಾದಕ ವಸ್ತು ಅಪರಾಧ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Narcotics,Electronic City,last_30_days,kn
AG-01598,ಬಸವನಗುಡಿ ಸಮೀಪದ ಮಹಿಳಾ ಕಿರುಕುಳ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಇಂದು ಹುಡುಕಿ,search_cases,Eve Teasing,Basavanagudi,today,kn
AG-04349,Which repeat offenders connect Robbery & Dacoity cases in Koramangala this week?,investigate_network,Robbery & Dacoity,Koramangala,this_week,en
AG-06392,ಎಚ್‌ಎಸ್‌ಆರ್ ಲೇಔಟ್ದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ಎಷ್ಟು ಹಲ್ಲೆ ಮತ್ತು ಹಿಂಸಾಚಾರ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Assault & Violence,HSR Layout,last_month,kn
AG-06229,How many Missing Persons incidents occurred at Koramangala ?,search_cases,Missing Persons,Koramangala,all,en
AG-01743,Map danger zones for Eve Teasing in HSR Layout this year,show_hotspots,Eve Teasing,HSR Layout,this_year,en
AG-00063,Show Domestic Violence hotspots around Yeshwantpur this year,show_hotspots,Domestic Violence,Yeshwantpur,this_year,en
AG-09357,Which high-risk areas near Rajajinagar have Land Disputes last month?,show_hotspots,Land Disputes,Rajajinagar,last_month,en
AG-03577,Find FIR records for Vehicle Theft near Basavanagudi,search_cases,Vehicle Theft,Basavanagudi,all,en
AG-02412,ಯಲಹಂಕ ಸಮೀಪದ ಮಹಿಳಾ ಕಿರುಕುಳ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಕಳೆದ ತಿಂಗಳು ಪರಿಶೀಲಿಸಿ,investigate_network,Eve Teasing,Yelahanka,last_month,kn
AG-02590,ಬನ್ನೇರುಘಟ್ಟ ರಸ್ತೆ ಪ್ರದೇಶದ ವಂಚನೆ ಮತ್ತು ಮೋಸ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಈ ವರ್ಷ ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Fraud & Cheating,Bannerghatta Road,this_year,kn
AG-02187,Show Unlawful Assembly hotspots around Jayanagar this year,show_hotspots,Unlawful Assembly,Jayanagar,this_year,en
AG-07919,Which repeat offenders connect Communal Offences cases in HSR Layout ?,investigate_network,Communal Offences,HSR Layout,all,en
AG-09477,Which high-risk areas near Silk Board have Vehicle Theft this week?,show_hotspots,Vehicle Theft,Silk Board,this_week,en
AG-06103,Show Communal Offences cases in Koramangala this week,search_cases,Communal Offences,Koramangala,this_week,en
AG-03337,How many Child Offences incidents occurred at Marathahalli this year?,search_cases,Child Offences,Marathahalli,this_year,en
AG-02357,Investigate connected suspects in Domestic Violence cases near Malleshwaram in the last 30 days,investigate_network,Domestic Violence,Malleshwaram,last_30_days,en
AG-07459,Show Fraud & Cheating cases in MG Road in the last 30 days,search_cases,Fraud & Cheating,MG Road,last_30_days,en
AG-06497,Find repeat accused links for Missing Persons in Yelahanka this week,investigate_network,Missing Persons,Yelahanka,this_week,en
AG-04102,ಇಂದಿರಾನಗರ ಸುತ್ತಮುತ್ತ ಈ ವಾರ ಹಲ್ಲೆ ಮತ್ತು ಹಿಂಸಾಚಾರ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Assault & Violence,Indiranagar,this_week,kn
AG-02653,Show Cyber Crime cases in Yeshwantpur this year,search_cases,Cyber Crime,Yeshwantpur,this_year,en
AG-00193,Search reports about Domestic Violence in Electronic City today,search_cases,Domestic Violence,Electronic City,today,en
AG-00304,ಮಾರತಹಳ್ಳಿ ಪ್ರದೇಶದ ವಂಚನೆ ಮತ್ತು ಮೋಸ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Fraud & Cheating,Marathahalli,last_30_days,kn
AG-05385,Map danger zones for Eve Teasing in Jayanagar in the last 30 days,show_hotspots,Eve Teasing,Jayanagar,last_30_days,en
AG-01178,ವೈಟ್‌ಫೀಲ್ಡ್ ಪ್ರದೇಶದ ಹಲ್ಲೆ ಮತ್ತು ಹಿಂಸಾಚಾರ ವರದಿಗಳನ್ನು ಇಂದು ಹುಡುಕಿ,search_cases,Assault & Violence,Whitefield,today,kn
AG-03586,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿ ಸುತ್ತಮುತ್ತ ಸೈಬರ್ ಅಪರಾಧ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Cyber Crime,Electronic City,all,kn
AG-08756,ಕೋರಮಂಗಲದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ಎಷ್ಟು ಕಾನೂನುಬಾಹಿರ ಸಭೆ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Unlawful Assembly,Koramangala,last_month,kn
AG-02605,Show Property Theft cases in Whitefield last month,search_cases,Property Theft,Whitefield,last_month,en
AG-05276,ವೈಟ್‌ಫೀಲ್ಡ್ ಸಮೀಪದ ವಂಚನೆ ಮತ್ತು ಮೋಸ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಈ ವಾರ ಹುಡುಕಿ,search_cases,Fraud & Cheating,Whitefield,this_week,kn
AG-03142,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ ಪ್ರದೇಶದ ಭೂ ವಿವಾದ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Land Disputes,Silk Board,last_30_days,kn
AG-02556,ಬಿಟಿಎಂ ಲೇಔಟ್ ಪ್ರದೇಶದ ಆಸ್ತಿ ಕಳ್ಳತನ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Property Theft,BTM Layout,all,kn
AG-06929,Show the accused and FIR network for Vehicle Theft at Rajajinagar,investigate_network,Vehicle Theft,Rajajinagar,all,en
AG-05532,ಬಿಟಿಎಂ ಲೇಔಟ್ ಸಮೀಪದ ಭೂ ವಿವಾದ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಈ ವಾರ ಪರಿಶೀಲಿಸಿ,investigate_network,Land Disputes,BTM Layout,this_week,kn
AG-03831,Analyze hotspot evidence for Property Theft at Malleshwaram this week,show_hotspots,Property Theft,Malleshwaram,this_week,en
AG-05754,ಜಯನಗರ ಪ್ರದೇಶದ ಆಸ್ತಿ ಕಳ್ಳತನ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Property Theft,Jayanagar,all,kn
AG-09670,ಇಂದಿರಾನಗರ ಸಮೀಪ ಈ ವಾರ ಕಾಣೆಯಾದ ವ್ಯಕ್ತಿಗಳು ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Missing Persons,Indiranagar,this_week,kn
AG-02774,ಆರ್‌ಟಿ ನಗರದಲ್ಲಿ ಎಷ್ಟು ಕೊಲೆ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Murder,RT Nagar,all,kn
AG-06540,ಬನ್ನೇರುಘಟ್ಟ ರಸ್ತೆ ಪ್ರದೇಶದ ಕೊಲೆ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Murder,Bannerghatta Road,this_week,kn
AG-01405,Find FIR records for Assault & Violence near Mysuru Road,search_cases,Assault & Violence,Mysuru Road,all,en
AG-02495,Which repeat offenders connect Child Offences cases in Mysuru Road today?,investigate_network,Child Offences,Mysuru Road,today,en
AG-07124,ಆರ್‌ಟಿ ನಗರದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ಎಷ್ಟು ಕಾಣೆಯಾದ ವ್ಯಕ್ತಿಗಳು ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Missing Persons,RT Nagar,last_month,kn
AG-04081,How many Murder incidents occurred at RT Nagar today?,search_cases,Murder,RT Nagar,today,en
AG-08201,Which repeat offenders connect Land Disputes cases in Silk Board ?,investigate_network,Land Disputes,Silk Board,all,en
AG-09960,ಇಂದಿರಾನಗರದಲ್ಲಿ ಈ ವರ್ಷ ಕಾಣೆಯಾದ ವ್ಯಕ್ತಿಗಳು ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Missing Persons,Indiranagar,this_year,kn
AG-07424,ಹೆಬ್ಬಾಳ ಪ್ರದೇಶದ ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ವರದಿಗಳನ್ನು ಈ ವರ್ಷ ಹುಡುಕಿ,search_cases,Robbery & Dacoity,Hebbal,this_year,kn
AG-06873,Which high-risk areas near Mysuru Road have Domestic Violence last month?,show_hotspots,Domestic Violence,Mysuru Road,last_month,en
AG-02488,ಯಲಹಂಕ ಪ್ರದೇಶದ ಕೋಮು ಅಪರಾಧ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಈ ವಾರ ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Communal Offences,Yelahanka,this_week,kn
AG-01845,Analyze hotspot evidence for Murder at Yelahanka,show_hotspots,Murder,Yelahanka,all,en
AG-01898,ಯಶವಂತಪುರದಲ್ಲಿ ನಡೆದ ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Robbery & Dacoity,Yeshwantpur,all,kn
AG-00577,How many Narcotics incidents occurred at Electronic City today?,search_cases,Narcotics,Electronic City,today,en
AG-07248,ಕೋರಮಂಗಲದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಭೂ ವಿವಾದ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Land Disputes,Koramangala,last_30_days,kn
AG-01492,ಕೋರಮಂಗಲದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ವಂಚನೆ ಮತ್ತು ಮೋಸ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Fraud & Cheating,Koramangala,last_30_days,kn
AG-07624,ರಾಜಾಜಿನಗರ ಸಮೀಪ ಇಂದು ಕೊಲೆ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Murder,Rajajinagar,today,kn
AG-04812,ಯಶವಂತಪುರ ಸಮೀಪದ ಕೊಲೆ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಈ ವರ್ಷ ಪರಿಶೀಲಿಸಿ,investigate_network,Murder,Yeshwantpur,this_year,kn
AG-06948,ಮಲ್ಲೇಶ್ವರಂ ಪ್ರದೇಶದ ಭೂ ವಿವಾದ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Land Disputes,Malleshwaram,all,kn
